;eartag;lp;plot;date;year_time;time;trap;station;species;PIT_tag;Sex;Body_mass;reproductive_state;open;recapture;Openfield_number;latency;Cross;zones.old;zones.new;manipulator;struggle_no;bag_struggle;watched;Struggle2..1.5.;X;yearText;BLUP_B
887;2954;3458;trojkat;28.07.2022r.;2022;AM;J9;J9-trojkat;APF;6,16E+14;F;20,5;NP;NO;NEW;1;0;13;;NA;MW;1;0;MW;NA;;2022;0,306033262
888;2954;3471;trojkat;30.07.2022r.;2022;AM;J6;J6-trojkat;APF;6,16E+14;F;18,5;NP;YES;R;2;2;33;;NA;MW;2;28;MW;NA;;2022;0,306033262
889;2954;3613;trojkat;14.08.2022r.;2022;AM;J6;J6-trojkat;APF;6,16E+14;F;29,5;NP;NO;R;3;7;22;;NA;WP;3;40;WP;NA;;2022;0,306033262
890;2957;3425;natura;25.07.2022r.;2022;AM;B3;B3-natura;APF;6,16E+14;M;32,5;S;NA;NEW;1;17;6;;NA;PP;1;54;PP;NA;;2022;-0,188509682
891;2957;3569;natura;11.08.2022r.;2022;AM;A4;A4-natura;APF;6,16E+14;M;32;S;NA;R;2;2;19;;NA;PP;2;36;PP;NA;;2022;-0,188509682
892;2957;3849;natura;28.08.2022r.;2022;AM;D3;D3-natura;APF;6,16E+14;M;32;S;NA;R;3;12;15;;NA;PP;3;33;PP;NA;;2022;-0,188509682
893;2957;3905;natura;30.08.2022r.;2022;AM;B3;B3-natura;APF;6,16E+14;M;31;S;NA;R;4;3;6;;NA;PP;4;52;PP;NA;;2022;-0,188509682
894;2961;3421;karpaty;25.07.2022r.;2022;AM;G2;G2-karpaty;APF;6,16E+14;M;27;S;NA;NEW;1;0;11;;NA;PP;1;42;PP;NA;;2022;-0,097857438
895;2964;3357;wally;20.07.2022r.;2022;AM;H3;H3-wally;APF;NA;M;13;JUV;NA;NEW;1;6;12;;NA;MW;1;0;MW;NA;;2022;-0,106201877
896;2964;3384;wally;21.07.2022r.;2022;AM;G5;G5-wally;APF;NA;F;13,5;JUV;NA;R;2;110;13;;NA;PP;2;36;PP;NA;;2022;-0,106201877
897;2964;3500;wally;6.08.2022r.;2022;AM;I1;I1-wally;APF;6,16E+14;F;17;NP;NO;R;3;0;9;;NA;MW;3;40;MW;NA;;2022;-0,106201877
898;2964;3536;wally;8.08.2022r.;2022;AM;I3;I3-wally;APF;6,16E+14;F;16,5;NP;NO;R;4;3;8;;NA;MW;4;13;MW;NA;;2022;-0,106201877
899;2964;3688;wally;24.08.2022r.;2022;AM;J1;J1-wally;APF;6,16E+14;F;24,5;NP;NO;R;5;9;11;;NA;PP;5;0;PP;NA;;2022;-0,106201877
900;2966;3457;trojkat;28.07.2022r.;2022;AM;J7;J7-trojkat;APF;6,16E+14;M;28,5;S;NA;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;0,273065889
901;2966;3472;trojkat;30.07.2022r.;2022;AM;J7;J7-trojkat;APF;6,16E+14;M;29;S;NA;R;2;18;26;;NA;MW;2;0;MW;NA;;2022;0,273065889
902;2970;3122;debowa;15.06.2022r.;2022;AM;J1;J1-debowa;APF;6,16E+14;M;43;S;NA;NEW;1;120;0;NA;NA;PC;1;50;PC;NA;;2022;-0,56208632
903;2970;3184;debowa;1.07.2022r.;2022;AM;C1;C1-debowa;APF;6,16E+14;M;46,5;S;NA;R;2;32;8;NA;NA;MW;2;59;UE;NA;;2022;-0,56208632
904;2970;3333;debowa;19.07.2022r.;2022;AM;J1;J1-debowa;APF;6,16E+14;M;46,5;S;NA;R;3;89;9;;NA;MW;3;22;MW;NA;;2022;-0,56208632
905;2970;3366;debowa;21.07.2022r.;2022;AM;I1;I1-debowa;APF;6,16E+14;M;41;S;NA;R;4;110;10;;NA;PP;4;34;PP;NA;;2022;-0,56208632
906;2970;3485;debowa;6.08.2022r.;2022;AM;I2;I2-debowa;APF;6,16E+14;M;45;S;NA;R;5;9;2;;NA;MW;5;12;MW;NA;;2022;-0,56208632
907;2970;3551;debowa;9.08.2022r.;2022;AM;J1;J1-debowa;APF;6,16E+14;M;41;S;NA;R;6;120;0;;NA;MW;6;0;MW;NA;;2022;-0,56208632
908;2970;3658;debowa;24.08.2022r.;2022;AM;J4;J4-debowa;APF;6,16E+14;M;44;S;NA;R;7;120;0;;NA;PP;7;30;PP;NA;;2022;-0,56208632
909;2972;3202;debowa;2.07.2022r.;2022;AM;J9;J9-debowa;APF;6,16E+14;M;29;S;NA;NEW;1;10;19;;NA;MW;1;17;UE;NA;;2022;-0,170341922
910;2972;3332;debowa;19.07.2022r.;2022;AM;G10;G10-debowa;APF;6,16E+14;M;28;S;NA;R;2;3;14;;NA;MW;2;0;MW;NA;;2022;-0,170341922
911;2972;3367;debowa;21.07.2022r.;2022;AM;I5;I5-debowa;APF;6,16E+14;M;27;S;NA;R;3;62;14;;NA;PP;3;0;PP;NA;;2022;-0,170341922
912;2972;3487;debowa;6.08.2022r.;2022;AM;I6;I6-debowa;APF;6,16E+14;M;36;S;NA;R;4;9;2;;NA;MW;4;29;MW;NA;;2022;-0,170341922
913;2973;3459;trojkat;28.07.2022r.;2022;AM;J10;J10-trojkat;APF;6,16E+14;F;23;NP;NO;R;1;17;19;;NA;MW;1;0;MW;NA;;2022;0,268549417
914;2973;3475;trojkat;30.07.2022r.;2022;AM;H9;H9-trojkat;APF;6,16E+14;F;22;NP;NO;R;2;30;25;;NA;MW;2;1;MW;NA;;2022;0,268549417
915;2975;3244;wally;4.07.2022r.;2022;AM;H3;H3-wally;APF;6,16E+14;M;36;S;NA;NEW;1;8;23;;NA;MW;1;0;UE;NA;bez uszu;2022;0,469235579
916;2975;3498;wally;6.08.2022r.;2022;AM;H1;H1-wally;APF;6,16E+14;M;36;S;NA;R;2;2;27;;NA;MW;2;23;MW;NA;bez uszu;2022;0,469235579
917;2975;3787;wally;26.08.2022r.;2022;AM;E3;E3-wally;APF;6,16E+14;M;34;S;NA;R;3;0;37;;NA;PP;3;58;PP;NA;bez uszu;2022;0,469235579
918;2977;3252;wally;4.07.2022r.;2022;AM;J5;J5-wally;APF;NA;F;10,5;JUV;NO;NEW;1;0;16;;NA;MW;1;59;UE;NA;;2022;0,322237212
919;2977;3391;wally;22.07.2022r.;2022;AM;G2;G2-wally;APF;6,16E+14;M;16;NS;NA;R;2;0;30;;NA;PP;3;56;PP;NA;;2022;0,322237212
920;2978;3243;wally;4.07.2022r.;2022;AM;F3;F3-wally;APF;6,16E+14;F;27;P;NO;NEW;1;2;20;;NA;MW;1;2;UE;NA;ripped ear;2022;0,6853004
921;2978;3342;wally;19.07.2022r.;2022;AM;H3;H3-wally;APF;6,16E+14;F;26;P;NO;R;2;0;32;;NA;MW;2;57;MW;NA;;2022;0,6853004
922;2978;3362;wally;20.07.2022r.;2022;AM;G2;G2-wally;APF;6,16E+14;F;25;P;NO;R;3;0;34;;NA;MW;3;60;MW;NA;ripped ear;2022;0,6853004
923;2978;3395;wally;22.07.2022r.;2022;AM;F3;F3-wally;APF;6,16E+14;F;24;NP;NO;R;4;0;36;;NA;PP;4;59;PP;NA;ripped ear;2022;0,6853004
924;2978;3499;wally;6.08.2022r.;2022;AM;G3;G3-wally;APF;6,16E+14;F;27;NP;YES;R;5;2;30;;NA;MW;5;57;MW;NA;ripped ear;2022;0,6853004
925;2978;3535;wally;8.08.2022r.;2022;AM;H3;H3-wally;APF;6,16E+14;F;23,5;NP;YES;R;6;0;20;;NA;PP;6;56;PP;NA;ripped ear;2022;0,6853004
926;2978;3788;wally;26.08.2022r.;2022;AM;H2;H2-wally;APF;6,16E+14;F;32,5;NP;NO;R;7;0;37;;NA;PP;7;53;PP;NA;ripped ear;2022;0,6853004
927;2979;3299;trojkat;11.07.2022r.;2022;AM;C1;C1-trojkat;APF;6,16E+14;F;26;NP;NO;NEW;1;120;0;;NA;MW;1;14;UE;NA;;2022;-0,007661157
928;2980;3254;natura;05.07.2022r.;2022;AM;C4;C4-natura;APF;6,16E+14;M;27;S;NA;NEW;1;109;19;;NA;MW;1;15;UE;NA;;2022;-0,283572073
929;2980;3265;natura;08.07.2022r.;2022;AM;C4;C4-natura;APF;6,16E+14;M;30;S;NA;R;2;65;4;;NA;MW;2;46;AR;NA;;2022;-0,283572073
930;2980;3403;natura;23.07.2022r.;2022;AM;C8;C8-natura;APF;6,16E+14;M;32;S;NA;R;3;33;3;;NA;PP;3;6;PP;NA;;2022;-0,283572073
931;2980;3427;natura;25.07.2022r.;2022;AM;D7;D7-natura;APF;6,16E+14;M;32;S;NA;R;4;55;26;;NA;PP;4;47;PP;NA;;2022;-0,283572073
932;2980;3558;natura;10.08.2022r.;2022;AM;B4;B4-natura;APF;6,16E+14;M;34;S;NA;R;5;120;0;;NA;MW;5;43;MW;NA;;2022;-0,283572073
933;2980;3585;natura;12.08.2022r.;2022;AM;A5;A5-natura;APF;6,16E+14;M;34,5;S;NA;R;6;60;7;;NA;MW;6;0;MW;NA;;2022;-0,283572073
934;2980;3885;natura;29.08.2022r.;2022;AM;F3;F3-natura;APF;6,16E+14;M;32;S;NA;R;7;120;0;;NA;PP;7;25;PP;NA;;2022;-0,283572073
935;2981;3256;natura;05.07.2022r.;2022;AM;H1;H1-natura;APF;6,16E+14;F;31;P;NO;NEW;1;22;9;;NA;MW;1;35;UE;NA;;2022;0,068992726
936;2981;3269;natura;08.07.2022r.;2022;AM;H1;H1-natura;APF;6,16E+14;F;31;P;NO;R;2;9;25;;NA;MW;2;60;UE;NA;;2022;0,068992726
937;2981;3411;natura;24.07.2022r.;2022;AM;E1;E1-natura;APF;6,16E+14;F;28;P;NO;R;3;31;14;;NA;MW;3;54;MW;NA;;2022;0,068992726
938;2981;3886;natura;29.08.2022r.;2022;AM;F1;F1-natura;APF;6,16E+14;F;33;P;NO;R;4;0;18;;NA;PP;5;52;PP;NA;;2022;0,068992726
939;2984;3286;trojkat;10.07.2022r.;2022;AM;C5;C5-trojkat;APF;NA;F;13;JUV;NO;NEW;1;11;4;;NA;MW;1;30;UE;NA;;2022;-0,317921269
940;2985;3284;trojkat;10.07.2022r.;2022;AM;I8;I8-trojkat;APF;6,16E+14;M;34,5;S;NA;NEW;1;9;0;;NA;MW;1;0;AR;NA;;2022;0,207290715
941;2985;3317;trojkat;12.07.2022r.;2022;AM;I9;I9-trojkat;APF;6,16E+14;M;30;S;NA;R;2;59;23;;NA;MW;2;53;UE;NA;;2022;0,207290715
942;2986;3632;trojkat;17.08.2022r.;2022;AM;I5;I5-trojkat;APF;6,16E+14;F;18;NP;NO;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;-0,011126332
943;2987;3263;karpaty;08.07.2022r.;2022;AM;H2;H2-karpaty;APF;6,16E+14;M;24;S;NA;NEW;1;120;0;;NA;MW;1;0;UE;NA;;2022;0,05966936
944;2987;3401;karpaty;23.07.2022r.;2022;AM;D6;D6-karpaty;APF;6,16E+14;M;27,5;S;NA;R;2;4;10;;NA;PP;2;0;PP;NA;;2022;0,05966936
945;2987;3420;karpaty;25.07.2022r.;2022;AM;D1;D1-karpaty;APF;6,16E+14;M;27;S;NA;R;3;120;0;;NA;PP;3;39;PP;NA;;2022;0,05966936
946;2987;3555;karpaty;10.08.2022r.;2022;AM;G1;G1-karpaty;APF;6,16E+14;M;27,5;S;NA;R;4;2;27;;NA;PP;4;22;PP;NA;;2022;0,05966936
947;2987;3578;karpaty;12.08.2022r.;2022;AM;B1;B1-karpaty;APF;6,16E+14;M;27,5;S;NA;R;5;34;8;;NA;PP;5;17;PP;NA;;2022;0,05966936
948;2987;3889;karpaty;30.08.2022r.;2022;AM;A4;A4-karpaty;APF;6,16E+14;M;31;S;NA;R;6;10;16;;NA;MW;6;0;MW;NA;;2022;0,05966936
949;2988;3262;karpaty;08.07.2022r.;2022;AM;C7;C7-karpaty;APF;6,16E+14;M;30;S;NA;NEW;1;120;0;;NA;MW;1;0;UE;NA;;2022;-0,006751705
950;2989;3259;natura;07.07.2022r.;2022;AM;E9;E9-natura;APF;6,16E+14;F;21;NP;NO;NEW;1;0;23;;NA;MW;1;0;UE;NA;;2022;0,213464972
951;2990;3279;trojkat;9.07.2022r.;2022;AM;A6;A6-trojkat;APF;NA;M;13;JUV;NA;NEW;1;8;14;;NA;MW;1;53;UE;NA;;2022;0,136842241
952;2990;3469;trojkat;29.07.2022r.;2022;AM;B6;B6-trojkat;APF;6,16E+14;M;21;NS;NA;R;2;24;20;;NA;PP;2;50;PP  ;NA;;2022;0,136842241
953;2991;3264;karpaty;08.07.2022r.;2022;AM;J10;J10-karpaty;APF;6,16E+14;F;21;NP;NO;NEW;1;0;30;;NA;MW;1;1;UE;NA;;2022;0,35549192
954;2992;3266;natura;08.07.2022r.;2022;AM;E3;E3-natura;APF;6,16E+14;F;19,5;NP;NO;NEW;1;29;0;;NA;MW;1;0;UE;NA;;2022;-0,010391266
955;2993;3293;bagno;11.07.2022r.;2022;AM;F8;F8-bagno;APF;6,16E+14;M;14,5;S;NA;NEW;1;6;12;;NA;MW;1;35;UE;NA;;2022;0,239238617
956;2993;3470;bagno;30.07.2022r.;2022;AM;F8;F8-bagno;APF;6,16E+14;M;21;S;NA;R;2;4;19;;NA;MW;2;50;MW;NA;;2022;0,239238617
957;2993;3631;bagno;17.08.2022r.;2022;AM;B4;B4-bagno;APF;6,16E+14;M;25;S;NA;R;3;0;22;;NA;WP;3;38;WP;NA;;2022;0,239238617
958;2993;3959;bagno;01.09.2022r.;2022;AM;J6;J6-bagno;APF;6,16E+14;M;28,5;S;NA;R;4;0;22;;NA;PP;4;50;PP;NA;;2022;0,239238617
959;2994;3280;bagno;10.07.2022r.;2022;AM;A6;A6-bagno;APF;6,16E+14;F;32;P;YES;NEW;1;120;0;;NA;MW;1;39;UE;NA;;2022;0,137892374
960;2994;3451;bagno;27.07.2022r.;2022;AM;A9;A9-bagno;APF;6,16E+14;F;29,5;P;NO;R;2;0;20;;NA;PP;2;58;PP;NA;;2022;0,137892374
961;2995;3267;natura;08.07.2022r.;2022;AM;F8;F8-natura;APF;6,16E+14;M;26;S;NA;NEW;1;120;0;;NA;MW;1;0;UE;NA;;2022;-0,051713532
962;2995;3417;natura;24.07.2022r.;2022;AM;J9;J9-natura;APF;6,16E+14;M;30;S;NA;R;2;120;0;;NA;MW;2;51;MW;NA;;2022;-0,051713532
963;2995;3573;natura;11.08.2022r.;2022;AM;H10;H10-natura;APF;6,16E+14;M;32;S;NA;R;3;120;0;;NA;PP;3;0;PP;NA;;2022;-0,051713532
964;2995;3946;natura;31.08.2022r.;2022;AM;I7;I7-natura;APF;6,16E+14;M;33;S;NA;R;4;120;0;;NA;PP;4;20;PP;NA;;2022;-0,051713532
965;2996;3283;trojkat;10.07.2022r.;2022;AM;I7;I7-trojkat;APF;6,16E+14;M;29;S;NA;NEW;1;120;0;;NA;MW;1;10;UE;NA;;2022;0,502090743
966;2996;3318;trojkat;12.07.2022r.;2022;AM;J10;J10-trojkat;APF;6,16E+14;M;27;S;NA;R;2;12;21;;NA;MW;2;40;UE;NA;;2022;0,502090743
967;2996;3449;trojkat;27.07.2022r.;2022;AM;J9;J9-trojkat;APF;6,16E+14;M;32;S;NA;R;3;0;23;;NA;PP;3;44;PP;NA;;2022;0,502090743
968;2996;3465;trojkat;29.07.2022r.;2022;AM;J9;J9-trojkat;APF;6,16E+14;M;29;S;NA;R;4;0;42;;NA;PP;4;36;PP;NA;;2022;0,502090743
969;2997;3275;trojkat;9.07.2022r.;2022;AM;B4;B4-trojkat;APF;NA;M;12;JUV;NA;NEW;1;120;0;;NA;MW;1;24;AR;NA;;2022;0,309936633
970;2997;3309;trojkat;11.07.2022r.;2022;AM;A8;A8-trojkat;APF;NA;M;13;JUV;NA;R;2;20;14;;NA;MW;2;36;UE;NA;;2022;0,309936633
971;2997;3450;trojkat;27.07.2022r.;2022;AM;D9;D9-trojkat;APF;6,16E+14;M;20,5;NS;NA;R;3;0;20;;NA;PP;3;28;PP;NA;;2022;0,309936633
972;2997;3468;trojkat;29.07.2022r.;2022;AM;A10;A10-trojkat;APF;6,16E+14;M;19;NS;NA;R;4;5;27;;NA;PP;4;34;PP;NA;;2022;0,309936633
973;2998;3271;natura;08.07.2022r.;2022;AM;I9;I9-natura;APF;6,16E+14;F;28,5;NP;YES;NEW;1;0;27;;NA;MW;1;58;UE;NA;;2022;0,274023338
974;2999;3276;trojkat;9.07.2022r.;2022;AM;B10;B10-trojkat;APF;6,16E+14;M;32;S;NA;NEW;1;0;30;;NA;MW;1;0;UE;NA;;2022;0,478589921
975;2999;3301;trojkat;11.07.2022r.;2022;AM;B6;B6-trojkat;APF;6,16E+14;M;29,5;S;NA;R;2;0;31;;NA;MW;2;55;AR;NA;;2022;0,478589921
976;3000;3302;trojkat;11.07.2022r.;2022;AM;B7;B7-trojkat;APF;6,16E+14;M;15;JUV;NA;R;1;120;0;;NA;MW;1;40;UE;NA;;2022;0,257766731
977;3000;3448;trojkat;27.07.2022r.;2022;AM;A7;A7-trojkat;APF;6,16E+14;M;22;NS;NA;R;2;0;16;;NA;PP;2;40;PP;NA;;2022;0,257766731
978;3000;3467;trojkat;29.07.2022r.;2022;AM;A7;A7-trojkat;APF;6,16E+14;M;23;S;NA;R;3;6;26;;NA;PP;3;46;PP;NA;;2022;0,257766731
979;3001;3809;debowa;27.08.2022r.;2022;AM;E6;E6-debowa;APF;6,16E+14;F;30;NP;NO;R;1;9;23;;NA;PP;1;56;PP;NA;;2022;0,186558075
980;3002;3806;debowa;27.08.2022r.;2022;AM;B4;B4-debowa;APF;6,16E+14;M;25,5;S;NA;R;1;13;11;;NA;PP;1;33;PP;NA;;2022;-0,093330531
981;3006;3728;debowa;25.08.2022r.;2022;AM;G1;G1-debowa;APF;6,16E+14;M;28,5;S;NA;R;1;8;9;;NA;PP;1;7;PP;NA;;2022;-0,16492992
982;3007;3681;wally;24.08.2022r.;2022;AM;I10;I10-wally;APF;6,16E+14;F;18;NP;NO;NEW;1;0;10;;NA;PP;1;0;PP;NA;;2022;-0,105599526
983;3008;3678;wally;24.08.2022r.;2022;AM;H8;H8-wally;APF;6,16E+14;F;26,5;NP;NO;NEW;1;0;19;;NA;PP;1;57;PP;NA;;2022;0,095971211
984;3008;3791;wally;26.08.2022r.;2022;AM;H8;H8-wally;APF;6,16E+14;F;26;NP;NO;R;2;0;15;;NA;PP;2;52;PP;NA;;2022;0,095971211
985;3009;3684;wally;24.08.2022r.;2022;AM;J3;J3-wally;APF;6,16E+14;M;31,5;S;NA;NEW;1;34;0;;NA;PP;1;0;PP;NA;;2022;-0,006271632
986;301;358;trojkat;25.cze.20;2020;AM;F8;F8-trojkat;APF;9,68E+14;M;12;JUV;NA;NEW;1;0;12;NA;NA;JW;1;19;JW;NA;;2020;-0,024630962
987;3010;3677;wally;24.08.2022r.;2022;AM;J9;J9-wally;APF;6,16E+14;M;28;S;NA;NEW;1;9;30;;NA;MW;1;0;MW;NA;;2022;0,338730863
988;3011;3679;wally;24.08.2022r.;2022;AM;J7;J7-wally;APF;6,16E+14;F;18,5;NP;NO;NEW;1;90;11;;NA;PP;1;40;PP;NA;;2022;-0,076626302
989;3012;3683;wally;24.08.2022r.;2022;AM;I6;I6-wally;APF;6,16E+14;M;27,5;S;NA;NEW;1;106;0;;NA;MW;1;0;MW;NA;;2022;-0,01770321
990;3012;3790;wally;26.08.2022r.;2022;AM;H5;H5-wally;APF;6,16E+14;M;29,5;S;NA;R;2;120;0;;NA;PP;2;0;PP;NA;;2022;-0,01770321
991;3015;3696;wally;25.08.2022r.;2022;AM;B10;B10-wally;APF;6,16E+14;M;25;S;NA;R;1;14;45;;NA;MW;1;40;MW;NA;;2022;0,614247891
992;3016;3786;wally;26.08.2022r.;2022;AM;E8;E8-wally;APF;6,16E+14;M;25,5;S;NA;R;1;0;40;;NA;PP;1;60;PP;NA;;2022;0,528261361
993;3017;3692;wally;25.08.2022r.;2022;AM;C8;C8-wally;APF;6,16E+14;F;20,5;NP;NO;R;1;0;49;;NA;MW;1;53;MW;NA;;2022;0,689126503
994;302;360;trojkat;25.cze.20;2020;AM;J10;J10-trojkat;APF;9,68E+14;F;30;NP;NO;NEW;1;0;11;NA;NA;JW;1;53;JW;NA;;2020;-0,111253202
995;3022;3802;wally;26.08.2022r.;2022;AM;J6;J6-wally;APF;6,16E+14;M;37;S;NA;R;1;120;0;;NA;PP;1;53;PP;NA;;2022;-0,004752194
996;3025;3636;debowa;24.08.2022r.;2022;AM;B1;B1-debowa;APF;6,16E+14;M;29;S;NA;NEW;1;0;8;;NA;MW;1;53;MW;NA;;2022;0,105858324
997;3025;3811;debowa;27.08.2022r.;2022;AM;D1;D1-debowa;APF;6,16E+14;M;29;S;NA;R;2;11;34;;NA;PP;2;31;PP;NA;;2022;0,105858324
998;3029;3715;debowa;25.08.2022r.;2022;AM;B1;B1-debowa;APF;6,16E+14;M;30;S;NA;NEW;1;120;0;;NA;PP;1;10;PP;NA;;2022;-0,006751705
999;303;359;trojkat;25.cze.20;2020;AM;J7;J7-trojkat;APF;9,68E+14;M;11;JUV;NA;NEW;1;0;5;NA;NA;JW;1;13;JW;NA;;2020;-0,262225784
1000;3030;3724;debowa;25.08.2022r.;2022;AM;G10;G10-debowa;APF;6,16E+14;M;37,5;S;NA;NEW;1;19;23;;NA;PP;1;57;PP;NA;;2022;0,167663407
1001;3031;3741;debowa;25.08.2022r.;2022;AM;J2;J2-debowa;APF;6,16E+14;M;31;S;NA;NEW;1;1;37;;NA;PP;1;58;PP;NA;;2022;0,458678075
1002;3032;3742;debowa;25.08.2022r.;2022;AM;J1;J1-debowa;APF;6,16E+14;F;19,5;NP;NO;NEW;1;0;22;;NA;PP;1;25;PP;NA;;2022;0,196197576
1003;3035;3770;debowa;26.08.2022r.;2022;AM;I5;I5-debowa;APF;6,16E+14;M;29;S;NA;NEW;1;120;0;;NA;MW;1;36;MW;NA;;2022;-0,007088862
1004;3036;3488;debowa;6.08.2022r.;2022;AM;I8;I8-debowa;APF;6,16E+14;M;32;S;NA;NEW;1;24;11;;NA;MW;1;0;MW;NA;;2022;-0,439333274
1005;3036;3550;debowa;9.08.2022r.;2022;AM;H8;H8-debowa;APF;6,16E+14;M;30,5;S;NA;R;2;8;8;;NA;MW;2;0;MW;NA;;2022;-0,439333274
1006;3036;3655;debowa;24.08.2022r.;2022;AM;J10;J10-debowa;APF;6,16E+14;M;32;S;NA;R;3;7;2;;NA;MW;3;0;MW;NA;;2022;-0,439333274
1007;3036;3771;debowa;26.08.2022r.;2022;AM;I7;I7-debowa;APF;6,16E+14;M;32;S;NA;R;4;66;15;;NA;MW;4;30;MW;NA;;2022;-0,439333274
1008;3036;3814;debowa;27.08.2022r.;2022;AM;G8;G8-debowa;APF;6,16E+14;M;30;S;NA;R;5;114;3;;NA;PP;5;18;PP;NA;;2022;-0,439333274
1009;3037;3775;debowa;26.08.2022r.;2022;AM;J5;J5-debowa;APF;6,16E+14;F;26,5;NP;NO;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;-0,007479175
1010;3038;3748;debowa;26.08.2022r.;2022;AM;B8;B8-debowa;APF;6,16E+14;M;26;S;NA;NEW;1;9;20;;NA;MW;1;0;MW;NA;;2022;0,136608733
1011;304;357;trojkat;25.cze.20;2020;AM;G2;G2-trojkat;APF;9,68E+14;M;39;NS;NA;NEW;1;0;22;NA;NA;JW;1;50;JW;NA;;2020;0,14133096
1012;3040;3780;wally;26.08.2022r.;2022;AM;B8;B8-wally;APF;6,16E+14;F;21,5;NP;NO;R;1;48;25;;NA;PP;1;38;PP;NA;;2022;0,254156023
1013;3041;3695;wally;25.08.2022r.;2022;AM;A10;A10-wally;APF;6,16E+14;M;34;S;NA;NEW;1;0;18;;NA;MW;1;59;MW;NA;;2022;0,179575014
1014;3041;3830;wally;27.08.2022r.;2022;AM;A10;A10-wally;APF;6,16E+14;M;34;S;NA;R;2;25;23;;NA;MW;2;5;MW;NA;;2022;0,179575014
1015;3042;3712;wally;25.08.2022r.;2022;AM;I10;I10-wally;APF;6,16E+14;M;34,5;S;NA;NEW;1;24;29;;NA;MW;1;16;MW;NA;;2022;0,299363538
1016;3043;3689;wally;25.08.2022r.;2022;AM;C3;C3-wally;APF;6,16E+14;M;29;S;NA;NEW;1;10;25;;NA;MW;1;51;MW;NA;;2022;0,284779485
1017;3043;3825;wally;27.08.2022r.;2022;AM;A3;A3-wally;APF;6,16E+14;M;27,5;S;NA;R;2;35;21;;NA;MW;2;27;MW;NA;;2022;0,284779485
1018;3044;3701;wally;25.08.2022r.;2022;AM;H1;H1-wally;APF;6,16E+14;F;23;NP;YES;NEW;1;25;8;;NA;MW;1;0;MW;NA;;2022;-0,18620331
1019;3045;3691;wally;25.08.2022r.;2022;AM;C4;C4-wally;APF;6,16E+14;F;31;NP;NO;NEW;1;3;9;;NA;MW;1;0;MW;NA;;2022;-0,174895846
1020;3045;3779;wally;26.08.2022r.;2022;AM;B4;B4-wally;APF;6,16E+14;F;31;NP;YES;R;2;108;12;;NA;PP;2;0;PP;NA;;2022;-0,174895846
1021;3051;3756;debowa;26.08.2022r.;2022;AM;E10;E10-debowa;APF;6,16E+14;M;27;S;NA;NEW;1;0;28;;NA;MW;1;33;MW;NA;;2022;0,30270337
1022;3053;3758;debowa;26.08.2022r.;2022;AM;E3;E3-debowa;APF;6,16E+14;M;22,5;NS;NA;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;-0,009649096
1023;3054;3764;debowa;26.08.2022r.;2022;AM;G6;G6-debowa;APF;6,16E+14;F;24;NP;NO;NEW;1;11;29;;NA;MW;1;38;MW;NA;;2022;0,327184389
1024;3056;3812;debowa;27.08.2022r.;2022;AM;H5;H5-debowa;APF;6,16E+14;F;20;NP;NO;R;1;59;5;;NA;PP;1;50;PP;NA;;2022;-0,293001779
1025;3057;3796;wally;26.08.2022r.;2022;AM;I6;I6-wally;APF;6,16E+14;F;22;NP;NO;NEW;1;12;11;;NA;PP;1;5;PP;NA;;2022;-0,087009907
1026;306;379;trojkat;25.cze.20;2020;AM;D8;D8-trojkat;APF;9,68E+14;F;14;JUV;NO;NEW;1;17;11;NA;NA;JW;1;40;JW;NA;;2020;-0,003290199
1027;306;396;trojkat;26.cze.20;2020;AM;D7;D7-trojkat;APF;NA;F;14;JUV;NO;R;2;8;15;NA;NA;JW;2;28;JW;NA;;2020;-0,003290199
1028;3063;3836;wally;27.08.2022r.;2022;AM;I10;I10-wally;APF;6,16E+14;M;27;S;NA;NEW;1;0;10;;NA;MW;1;45;MW;NA;;2022;-0,128361408
1029;3064;3832;wally;27.08.2022r.;2022;AM;J1;J1-wally;APF;6,16E+14;M;28,5;S;NA;NEW;1;0;13;;NA;MW;1;5;MW;NA;;2022;-0,045078668
1030;3065;3833;wally;27.08.2022r.;2022;AM;D8;D8-wally;APF;6,16E+14;F;20;NP;NO;NEW;1;49;20;;NA;MW;1;31;MW;NA;;2022;0,150188405
1031;3067;3838;karpaty;28.08.2022r.;2022;AM;A4;A4-karpaty;APF;6,16E+14;M;21,5;NS;NA;NEW;1;7;28;;NA;MW;1;13;MW;NA;;2022;0,349386896
1032;3067;3923;karpaty;31.08.2022r.;2022;AM;A5;A5-karpaty;APF;6,16E+14;M;24;NS;NA;R;2;0;21;;NA;MW;2;50;MW;NA;;2022;0,349386896
1033;3069;3841;karpaty;28.08.2022r.;2022;AM;C9;C9-karpaty;APF;6,16E+14;F;27;NP;NO;NEW;1;120;0;;NA;MW;1;0;MW;NA;;2022;-0,031133787
1034;3069;3859;karpaty;29.08.2022r.;2022;AM;B8;B8-karpaty;APF;6,16E+14;F;26,5;NP;NO;NEW;2;64;13;;NA;PP;2;55;PP;NA;;2022;-0,031133787
