;eartag;lp;plot;date;year_time;time;trap;station;species;PIT_tag;Sex;Body_mass;reproductive_state;open;recapture;Openfield_number;latency;Cross;zones.old;zones.new;manipulator;struggle_no;bag_struggle;watched;Struggle2..1.5.;X;yearText;BLUP_B
482;259;312;bagno;23.cze.20;2020;AM;E5;E5-bagno;APF;9,68E+14;F;16;NP;NO;NEW;1;9;8;NA;NA;AW;1;44;AW;NA;;2020;-0,165315326
483;260;299;bagno;23.cze.20;2020;AM;J1;J1-bagno;APF;9,68E+14;M;43;S;NA;NEW;1;0;22;NA;NA;AW;1;57;AW;NA;;2020;-0,175674744
484;260;418;bagno;26.cze.20;2020;AM;H3;H3-bagno;APF;NA;M;44;S;NA;R;2;0;15;NA;NA;JW;2;34;JW;NA;;2020;-0,175674744
485;260;757;bagno;11.lip.20;2020;AM;J4;J4-bagno;APF;NA;M;46;S;NA;R;3;0;11;NA;NA;AW;3;42;AW;NA;;2020;-0,175674744
486;260;902;bagno;14.lip.20;2020;AM;H2;H2-bagno;APF;NA;M;41;S;NA;R;4;0;23;NA;NA;JW;4;24;JW;NA;;2020;-0,175674744
487;260;1411;bagno;29.lip.20;2020;AM;I4;I4-bagno;APF;NA;M;43;S;NA;R;5;77;2;NA;NA;JW;5;20;JW;NA;;2020;-0,175674744
488;260;1990;bagno;16.sie.20;2020;AM;I5;I5-bagno;APF;NA;M;42;S;NA;R;6;0;5;NA;NA;JW;6;0;JW;NA;;2020;-0,175674744
489;260;2106;bagno;18.sie.20;2020;AM;I5;I5-bagno;APF;NA;M;41,5;S;NA;R;7;0;13;;NA;AW;7;54;AW;NA;;2020;-0,175674744
490;2608;2923;debowa;23.lip.21;2021;AM;J1;J1-debowa;APF;6,16E+14;F;32,5;NP;NA;NEW;1;0;15;;NA;JW;1;0;JW;NA;;2021;-0,185270324
491;2608;2939;debowa;07.sie.21;2021;AM;J1;J1-debowa;APF;6,16E+14;F;30;NP;NA;R;2;0;9;;NA;NZ;2;0;NZ;NA;;2021;-0,185270324
492;2608;2946;debowa;08.sie.21;2021;AM;J1;J1-debowa;APF;6,16E+14;F;35;P;NA;R;3;0;10;;NA;NZ;3;30;NZ;NA;;2021;-0,185270324
493;2608;2959;debowa;09.sie.21;2021;AM;J1;J1-debowa;APF;6,16E+14;F;29;L;NA;R;4;0;9;;NA;NZ;4;35;NZ;NA;;2021;-0,185270324
494;2609;2927;natura;24.lip.21;2021;AM;H6;H6-natura;APF;6,16E+14;M;37;S;NA;NEW;1;0;22;;NA;NZ;1;49;NZ;NA;;2021;0,073697608
495;2609;2929;natura;25.lip.21;2021;AM;G7;G7-natura;APF;6,16E+14;M;38;S;NA;R;2;0;26;;NA;JW;2;58;JW;NA;;2021;0,073697608
496;2609;2977;natura;11.sie.21;2021;AM;J4;J4-natura;APF;6,16E+14;M;37;S;NA;R;3;0;28;;NA;NZ;3;8;NZ;NA;;2021;0,073697608
497;2609;2985;natura;12.sie.21;2021;AM;J4;J4-natura;APF;6,16E+14;M;37;S;NA;R;4;0;12;;NA;NZ;4;18;NZ;NA;;2021;0,073697608
498;2609;2992;natura;13.sie.21;2021;AM;G7;G7-natura;APF;6,16E+14;M;39;S;NA;R;5;0;3;;NA;NZ;5;60;NZ;NA;;2021;0,073697608
499;2610;2928;natura;25.lip.21;2021;AM;H6;H6-natura;APF;6,16E+14;F;31;NP;NA;NEW;1;0;20;;NA;JW;1;0;JW;NA;;2021;0,382113436
500;2610;2932;natura;26.lip.21;2021;AM;H3;H3-natura;APF;6,16E+14;F;29;NP;NA;R;2;0;36;;NA;NZ;2;0;NZ;NA;;2021;0,382113436
501;2611;2930;natura;25.lip.21;2021;AM;A5;A5-natura;APF;6,16E+14;M;34;S;NA;NEW;1;5;6;;NA;JW;1;0;JW;NA;;2021;-0,064205153
502;2611;2935;natura;27.lip.21;2021;AM;C4;C4-natura;APF;6,16E+14;M;34,5;S;NA;R;2;3;26;;NA;JW;2;46;JW;NA;;2021;-0,064205153
503;2612;2904;natura;08.lip.21;2021;AM;I1;I1-natura;APF;6,16E+14;F;39,5;P;NO;R;1;15;14;;NA;JW;1;45;JW;NA;;2021;-0,247794005
504;2612;2931;natura;25.lip.21;2021;AM;C3;C3-natura;APF;6,16E+14;F;35,5;P;NA;R;2;44;8;;NA;JW;2;24;JW;NA;;2021;-0,247794005
505;2612;2933;natura;26.lip.21;2021;AM;E1;E1-natura;APF;6,16E+14;F;34;P;NA;R;3;0;9;;NA;NZ;3;42;NZ;NA;;2021;-0,247794005
506;2612;2936;natura;27.lip.21;2021;AM;F1;F1-natura;APF;6,16E+14;F;33;P;NA;R;4;5;9;;NA;JW;4;49;JW;NA;;2021;-0,247794005
507;2613;2934;natura;26.lip.21;2021;AM;F10;F10-natura;APF;6,16E+14;F;33;P;NA;NEW;1;30;2;;NA;NZ;2;51;NZ;NA;;2021;-0,489246734
508;2615;2937;debowa;07.sie.21;2021;AM;I10;I10-debowa;APF;6,16E+14;M;32;S;NA;NEW;1;0;29;;NA;NZ;1;0;NZ;NA;;2021;0,235016314
509;2615;2943;debowa;08.sie.21;2021;AM;F9;F9-debowa;APF;6,16E+14;M;32;S;NA;R;2;0;16;;NA;NZ;2;0;NZ;NA;;2021;0,235016314
510;2617;2915;wally;20.lip.21;2021;AM;H1;H1-wally;APF;6,16E+14;F;31;NP;NA;R;1;0;23;;NA;JW;1;9;JW;NA;;2021;-0,018336453
511;2617;2940;wally;07.sie.21;2021;AM;H2;H2-wally;APF;6,16E+14;F;31;L;NA;NEW;2;0;14;;NA;NZ;2;10;NZ;NA;;2021;-0,018336453
512;2617;2949;wally;08.sie.21;2021;AM;E2;E2-wally;APF;6,16E+14;F;31;L;NA;R;3;0;11;;NA;NZ;3;0;NZ;NA;;2021;-0,018336453
513;2617;2962;wally;09.sie.21;2021;AM;H3;H3-wally;APF;6,16E+14;F;31;L;NA;R;4;0;9;;NA;NZ;4;7;NZ;NA;;2021;-0,018336453
514;2617;2971;wally;10.sie.21;2021;AM;H1;H1-wally;APF;6,16E+14;F;31;NA;NA;R;5;0;8;;NA;NZ;5;9;NZ;NA;;2021;-0,018336453
515;2617;3022;wally;25.sie.21;2021;AM;F1;F1-wally;APF;6,16E+14;F;29;L;NA;R;6;0;15;;NA;JW;6;32;JW;NA;;2021;-0,018336453
516;2617;3037;wally;26.sie.21;2021;AM;J7;J7-wally;APF;6,16E+14;F;29;L;NA;R;7;0;12;;NA;JW;7;37;JW;NA;;2021;-0,018336453
517;2617;3053;wally;28.sie.21;2021;AM;E3;E3-wally;APF;6,16E+14;F;29;L;NA;R;8;23;12;;NA;JW;9;38;JW;NA;;2021;-0,018336453
518;262;306;bagno;23.cze.20;2020;AM;A7;A7-bagno;APF;9,68E+14;M;22;NS;NA;NEW;1;0;23;NA;NA;AW;1;57;AW;NA;;2020;0,142195141
519;262;365;bagno;25.cze.20;2020;AM;B8;B8-bagno;APF;NA;M;25;NA;NA;R;2;0;19;NA;NA;JW;2;54;JW;NA;;2020;0,142195141
520;262;406;bagno;26.cze.20;2020;AM;A8;A8-bagno;APF;NA;M;25;NS;NA;R;3;0;29;NA;NA;JW;3;46;JW;NA;;2020;0,142195141
521;262;800;bagno;12.lip.20;2020;AM;E3;E3-bagno;APF;NA;M;28;NS;NA;R;4;0;20;NA;NA;JW;4;60;JW;NA;;2020;0,142195141
522;262;1429;bagno;29.lip.20;2020;AM;B7;B7-bagno;APF;NA;M;31,5;NS;NA;R;5;0;7;NA;NA;MZ;6;46;MZ;NA;;2020;0,142195141
523;262;2015;bagno;16.sie.20;2020;AM;C10;C10-bagno;APF;NA;M;33;NS;NA;R;6;0;6;NA;NA;JW;7;26;JW;NA;;2020;0,142195141
524;2622;2919;debowa;22.lip.21;2021;AM;J9;J9-debowa;APF;6,16E+14;F;19;NP;NA;NEW;1;23;6;;NA;NZ;1;13;NZ;NA;;2021;-0,366549741
525;2622;2924;debowa;23.lip.21;2021;AM;J7;J7-debowa;APF;6,16E+14;F;19;NP;NA;R;2;0;11;;NA;NZ;2;16;NZ;NA;;2021;-0,366549741
526;2622;2944;debowa;08.sie.21;2021;AM;H7;H7-debowa;APF;6,16E+14;F;28,5;NP;NA;R;3;0;14;;NA;NZ;3;0;NZ;NA;;2021;-0,366549741
527;2622;2955;debowa;09.sie.21;2021;AM;I7;I7-debowa;APF;6,16E+14;F;26;NP;NA;R;4;60;0;;NA;NZ;4;3;NZ;NA;;2021;-0,366549741
528;2622;2967;debowa;10.sie.21;2021;AM;J7;J7-debowa;APF;6,16E+14;F;26;NP;NA;R;5;0;2;;NA;NZ;5;3;NZ;NA;;2021;-0,366549741
529;2623;2947;debowa;08.sie.21;2021;AM;I10;I10-debowa;APF;6,16E+14;M;38;S;NA;R;1;0;6;;NA;NZ;1;50;NZ;NA;;2021;-0,231248156
530;2623;2948;wally;08.sie.21;2021;AM;A3;A3-wally;APF;6,16E+14;M;21;S;NA;NEW;2;0;19;;NA;NZ;2;0;NZ;NA;;2021;-0,231248156
531;2623;2957;debowa;09.sie.21;2021;AM;I9;I9-debowa;APF;6,16E+14;M;34;S;NA;R;3;0;7;;NA;NZ;3;26;NZ;NA;;2021;-0,231248156
532;2623;2969;wally;10.sie.21;2021;AM;D4;D4-wally;APF;6,16E+14;M;25;S;NA;R;4;0;10;;NA;NZ;4;0;NZ;NA;;2021;-0,231248156
533;2624;2942;debowa;08.sie.21;2021;AM;B3;B3-debowa;APF;6,16E+14;M;30;S;NA;NEW;1;0;26;;NA;NZ;1;0;NZ;NA;;2021;0,22637114
534;2624;2956;debowa;09.sie.21;2021;AM;G7;G7-debowa;APF;6,16E+14;M;29;S;NA;R;2;0;17;;NA;NZ;2;16;NZ;NA;;2021;0,22637114
535;2628;3091;karpaty;01.wrz.21;2021;AM;F7;F7-karpaty;APF;6,16E+14;M;26,5;NS;NA;NEW;1;0;23;;NA;JW;1;49;JW;NA;;2021;0,119793432
536;2628;3582;karpaty;12.08.2022r.;2022;AM;J6;J6-karpaty;APF;6,16E+14;M;39;S;NA;R;2;47;7;;NA;PP;2;12;PP;NA;;2022;0,119793432
537;2628;3840;karpaty;28.08.2022r.;2022;AM;J5;J5-karpaty;APF;6,16E+14;M;36;S;NA;R;3;0;20;;NA;MW;3;51;MW;NA;;2022;0,119793432
538;2628;3902;karpaty;30.08.2022r.;2022;AM;J5;J5-karpaty;APF;6,16E+14;M;36;S;NA;R;4;5;24;;NA;MW;4;56;MW;NA;;2022;0,119793432
539;263;779;bagno;11.lip.20;2020;AM;C2;C2-bagno;APF;NA;F;34;L;NA;R;1;0;18;NA;NA;JW;1;21;JW;NA;;2020;-0,035164158
540;263;893;bagno;14.lip.20;2020;AM;C2;C2-bagno;APF;NA;F;34,5;L;NA;R;2;0;11;NA;NA;JW;2;0;JW;NA;;2020;-0,035164158
541;2630;3094;natura;01.wrz.21;2021;AM;H8;H8-natura;APF;6,16E+14;M;29;S;NA;NEW;1;0;27;;NA;JW;1;41;JW;NA;;2021;0,276731716
542;2634;3100;natura;01.wrz.21;2021;AM;E4;E4-natura;APF;6,16E+14;M;22,5;S;NA;R;1;0;1;;NA;JW;1;2;JW;NA;;2021;-0,525737091
543;2652;3090;karpaty;01.wrz.21;2021;AM;B8;B8-karpaty;APF;NA;M;31;S;NA;R;2;0;28;;NA;JW;2;49;JW;NA;;2021;0,32832943
544;2652;3071;karpaty;31.sie.21;2021;AM;C1;C1-karpaty;APF;NA;M;30;S;NA;R;1;0;22;;NA;JW;1;53;JW;NA;;2021;0,32832943
545;2654;3054;wally;28.sie.21;2021;AM;H3;H3-wally;APF;6,16E+14;M;30;S;NA;NEW;1;0;28;;NA;JW;1;48;JW;NA;;2021;0,293619357
546;2656;3097;natura;01.wrz.21;2021;AM;I2;I2-natura;APF;6,16E+14;F;35;P;NA;R;3;0;32;;NA;JW;3;60;JW;NA;;2021;0,587715304
547;2656;3060;natura;29.sie.21;2021;AM;J2;J2-natura;APF;6,16E+14;F;36;P;NA;R;1;0;33;;NA;JW;1;52;JW;NA;;2021;0,587715304
548;2656;3062;natura;30.sie.21;2021;AM;I2;I2-natura;APF;6,16E+14;F;35,5;P;NA;R;2;0;34;;NA;JW;2;54;JW;NA;;2021;0,587715304
549;2657;3099;natura;01.wrz.21;2021;AM;A9;A9-natura;APF;6,16E+14;M;33;S;NA;R;3;0;14;;NA;JW;3;48;JW;NA;;2021;0,101228801
550;2657;3056;natura;29.sie.21;2021;AM;C1;C1-natura;APF;6,16E+14;M;32;S;NA;R;1;0;14;;NA;JW;1;44;JW;NA;;2021;0,101228801
551;2657;3063;natura;30.sie.21;2021;AM;D3;D3-natura;APF;6,16E+14;M;30;S;NA;R;2;0;24;;NA;JW;2;51;JW;NA;;2021;0,101228801
552;2658;3059;natura;29.sie.21;2021;AM;I10;I10-natura;APF;6,16E+14;F;19;NP;NA;NEW;1;0;6;;NA;JW;1;14;JW;NA;;2021;-0,248394427
553;2659;3058;natura;29.sie.21;2021;AM;B10;B10-natura;APF;6,16E+14;M;30;S;NA;NEW;1;0;11;;NA;JW;1;39;JW;NA;;2021;-0,106985374
554;2660;3057;natura;29.sie.21;2021;AM;B9;B9-natura;APF;6,16E+14;M;20;S;NA;NEW;1;0;16;;NA;JW;1;4;JW;NA;;2021;0,093435628
555;2660;3061;natura;30.sie.21;2021;AM;C8;C8-natura;APF;6,16E+14;M;21;S;NA;R;2;0;16;;NA;JW;2;53;JW;NA;;2021;0,093435628
556;2661;3092;karpaty;01.wrz.21;2021;AM;F1;F1-karpaty;APF;6,16E+14;M;28;S;NA;R;2;0;24;;NA;JW;2;54;JW;NA;;2021;0,283503446
557;2661;3067;karpaty;31.sie.21;2021;AM;D7;D7-karpaty;APF;6,16E+14;M;29;S;NA;NEW;1;0;22;;NA;JW;1;55;JW;NA;;2021;0,283503446
558;2662;3066;karpaty;31.sie.21;2021;AM;D4;D4-karpaty;APF;6,16E+14;M;24;NS;NA;NEW;1;0;11;;NA;JW;1;36;JW;NA;;2021;-0,08882849
559;2663;3068;karpaty;31.sie.21;2021;AM;H5;H5-karpaty;APF;6,16E+14;M;35;S;NA;NEW;1;0;32;;NA;JW;1;55;JW;NA;;2021;0,355073549
560;2664;3069;karpaty;31.sie.21;2021;AM;H2;H2-karpaty;APF;6,16E+14;M;25;NS;NA;NEW;1;0;24;;NA;JW;1;52;JW;NA;;2021;0,227038979
561;2665;3065;karpaty;31.sie.21;2021;AM;B1;B1-karpaty;APF;6,16E+14;F;32;L;NA;NEW;1;0;1;;NA;JW;1;14;JW;NA;;2021;-0,558134889
562;2666;3064;karpaty;31.sie.21;2021;AM;B4;B4-karpaty;APF;6,16E+14;M;35;S;NA;NEW;1;0;16;;NA;JW;1;23;JW;NA;;2021;0,013854662
563;2668;3070;karpaty;31.sie.21;2021;AM;C5;C5-karpaty;APF;6,16E+14;M;30;NS;NA;NEW;1;0;20;;NA;JW;1;0;JW;NA;;2021;0,124591516
564;2669;3073;karpaty;31.sie.21;2021;AM;I4;I4-karpaty;APF;6,16E+14;M;21;NS;NA;NEW;1;0;26;;NA;JW;1;55;JW;NA;;2021;0,280250744
565;2670;3072;karpaty;31.sie.21;2021;AM;E4;E4-karpaty;APF;6,16E+14;M;51;NS;NA;NEW;1;120;0;;NA;JW;1;17;JW;NA;;2021;-0,002224529
566;2671;3074;karpaty;31.sie.21;2021;AM;I2;I2-karpaty;APF;6,16E+14;M;27;S;NA;NEW;1;0;20;;NA;JW;1;42;JW;NA;;2021;0,133624312
567;2673;3085;natura;31.sie.21;2021;AM;I3;I3-natura;APF;6,16E+14;M;32;S;NA;NEW;1;0;26;;NA;JW;1;56;JW;NA;;2021;0,247357117
568;2674;3078;natura;31.sie.21;2021;AM;C6;C6-natura;APF;6,16E+14;M;13;JUV;NA;NEW;1;0;17;;NA;JW;1;47;JW;NA;;2021;0,103696345
569;2675;3093;natura;01.wrz.21;2021;AM;C9;C9-natura;APF;6,16E+14;M;22;NS;NA;R;2;0;15;;NA;JW;2;46;JW;NA;;2021;0,208101066
570;2675;3086;natura;31.sie.21;2021;AM;H7;H7-natura;APF;6,16E+14;M;22;NS;NA;NEW;1;0;25;;NA;JW;1;45;JW;NA;;2021;0,208101066
571;2677;3101;natura;01.wrz.21;2021;AM;I6;I6-natura;APF;6,16E+14;M;38;S;NA;R;1;0;31;;NA;JW;1;0;JW;NA;;2021;0,32673629
572;268;340;bagno;24.cze.20;2020;AM;C1;C1-bagno;APF;9,68E+14;F;19,5;NP;NO;NEW;1;3;10;NA;NA;JW;1;39;JW;NA;;2020;-0,110037394
573;2681;3087;natura;31.sie.21;2021;AM;H10;H10-natura;APF;6,16E+14;F;19;NP;NA;NEW;1;0;24;;NA;JW;1;45;JW;NA;;2021;0,240547467
574;2685;3042;debowa;27.sie.21;2021;AM;I9;I9-debowa;APF;6,16E+14;F;25,5;NP;NA;R;2;0;15;;NA;JW;2;57;JW;NA;;2021;0,06285947
575;2685;3030;debowa;26.sie.21;2021;AM;I8;I8-debowa;APF;6,16E+14;F;27;NP;NA;NEW;1;0;17;;NA;JW;1;47;JW;NA;;2021;0,06285947
576;2686;3031;debowa;26.sie.21;2021;AM;H9;H9-debowa;APF;6,16E+14;F;33;P;NA;NEW;1;0;13;;NA;JW;1;38;JW;NA;;2021;-0,063137897
577;2688;3029;debowa;26.sie.21;2021;AM;I2;I2-debowa;APF;6,16E+14;F;39;P;NA;R;2;0;14;;NA;JW;2;57;JW;NA;;2021;-0,065852732
578;2688;2917;debowa;21.lip.21;2021;AM;J3;J3-debowa;APF;6,16E+14;F;31;NP;YES;NEW;1;0;13;;NA;NZ;1;6;NZ;NA;;2021;-0,065852732
579;2691;3048;wally;27.sie.21;2021;AM;H10;H10-wally;APF;6,16E+14;F;18,5;NP;NA;R;2;5;12;;NA;JW;2;56;JW;NA;;2021;0,083430302
580;2691;3033;wally;26.sie.21;2021;AM;A1;A1-wally;APF;6,16E+14;F;19;NP;NA;NEW;1;14;20;;NA;JW;1;59;JW;NA;;2021;0,083430302
581;2692;3035;wally;26.sie.21;2021;AM;F10;F10-wally;APF;6,16E+14;M;23;S;NA;NEW;1;0;17;;NA;JW;1;42;JW;NA;;2021;0,156339011
582;2692;3046;wally;27.sie.21;2021;AM;E3;E3-wally;APF;6,16E+14;M;20;S;NA;R;2;0;19;;NA;JW;2;54;JW;NA;;2021;0,156339011
583;2693;3036;wally;26.sie.21;2021;AM;I7;I7-wally;APF;6,16E+14;M;26;NS;NA;NEW;1;35;0;;NA;JW;1;10;JW;NA;;2021;-0,008187631
584;2695;3040;debowa;27.sie.21;2021;AM;F9;F9-debowa;APF;6,16E+14;F;34;POST;NA;NEW;2;0;17;;NA;JW;2;52;JW;NA;;2021;0,531162925
585;2695;2953;debowa;09.sie.21;2021;AM;B8;B8-debowa;APF;6,16E+14;F;31;L;NA;R;1;0;59;;NA;NZ;1;47;NZ;NA;;2021;0,531162925
586;2697;3044;wally;27.sie.21;2021;AM;E10;E10-wally;APF;6,16E+14;F;18,5;NP;NA;R;1;0;36;;NA;JW;1;54;JW;NA;;2021;0,474602071
587;2698;3047;wally;27.sie.21;2021;AM;H8;H8-wally;APF;6,16E+14;M;32;NS;NA;NEW;1;0;37;;NA;JW;1;60;JW;NA;;2021;0,455532746
588;2703;3004;bagno;16.sie.21;2021;AM;B2;B2-bagno;APF;6,16E+14;M;29;S;NA;R;2;13;3;;NA;NZ;2;55;NZ;NA;;2021;-0,716528371
589;2703;3003;bagno;15.sie.21;2021;AM;B9;B9-bagno;APF;6,16E+14;M;29;S;NA;R;1;0;0;;NA;NZ;1;55;NZ;NA;;2021;-0,716528371
590;2703;3011;bagno;18.sie.21;2021;AM;A8;A8-bagno;APF;6,16E+14;M;30;S;NA;R;3;0;1;;NA;NZ;3;0;NZ;NA;;2021;-0,716528371
591;2706;3111;bagno;03.wrz.21;2021;AM;F1;F1-bagno;APF;6,16E+14;F;27;P;NA;R;3;4;21;;NA;JW;3;55;JW;NA;;2021;0,095306948
592;2706;3114;bagno;05.wrz.21;2021;AM;J6;J6-bagno;APF;6,16E+14;F;26;P;NA;R;4;0;22;;NA;JW;4;55;JW;NA;;2021;0,095306948
593;2706;3007;bagno;17.sie.21;2021;AM;A2;A2-bagno;APF;6,16E+14;F;22;NP;NA;NEW;1;0;7;;NA;NZ;1;55;NZ;NA;;2021;0,095306948
594;2706;3103;bagno;02.wrz.21;2021;AM;I6;I6-bagno;APF;6,16E+14;F;28;P;NA;R;2;0;17;;NA;JW;2;46;JW;NA;;2021;0,095306948
595;2707;3009;trojkat;17.sie.21;2021;AM;H1;H1-trojkat;APF;6,16E+14;M;31;S;NA;NEW;1;0;15;;NA;NZ;1;0;NZ;NA;;2021;0,000684542
596;2708;3010;trojkat;17.sie.21;2021;AM;I7;I7-trojkat;APF;6,16E+14;F;35,5;L;NA;NEW;1;0;20;;NA;NZ;1;17;NZ;NA;;2021;0,103396196
597;2709;3013;trojkat;18.sie.21;2021;AM;I1;I1-trojkat;APF;6,16E+14;F;23;NP;NA;NEW;1;0;18;;NA;NZ;1;5;NZ;NA;;2021;0,094868488
598;271;343;bagno;24.cze.20;2020;AM;B10;B10-bagno;APF;9,68E+14;F;37;L;NO;NEW;1;0;36;NA;NA;JW;1;50;JW;NA;;2020;0,399217122
599;271;409;bagno;26.cze.20;2020;AM;B9;B9-bagno;APF;NA;F;39;L;NO;R;2;0;21;NA;NA;JW;2;52;JW;NA;;2020;0,399217122
600;271;805;bagno;12.lip.20;2020;AM;A9;A9-bagno;APF;NA;F;34,5;L;NA;R;3;0;24;NA;NA;JW;3;57;JW;NA;;2020;0,399217122
601;2710;3015;trojkat;18.sie.21;2021;AM;C4;C4-trojkat;APF;6,16E+14;F;19;NP;NA;NEW;1;0;6;;NA;NZ;1;7;NZ;NA;;2021;-0,248394427
602;2712;3017;debowa;25.sie.21;2021;AM;A5;A5-debowa;APF;6,16E+14;F;19;NP;NA;NEW;1;0;30;;NA;JW;1;56;JW;NA;;2021;0,471589481
603;2712;3027;debowa;26.sie.21;2021;AM;A5;A5-debowa;APF;6,16E+14;F;20,5;NP;NA;R;2;0;27;;NA;JW;2;58;JW;NA;;2021;0,471589481
604;2713;3026;debowa;26.sie.21;2021;AM;A3;A3-debowa;APF;NA;M;32;S;NA;R;2;0;26;;NA;JW;2;53;JW;NA;;2021;0,354392744
605;2713;3016;debowa;25.sie.21;2021;AM;B4;B4-debowa;APF;NA;M;32;S;NA;R;1;0;26;;NA;JW;1;50;JW;NA;;2021;0,354392744
606;2714;3050;debowa;28.sie.21;2021;AM;D9;D9-debowa;APF;6,16E+14;M;34,5;S;NA;R;3;8;1;;NA;JW;3;0;JW;NA;;2021;-0,631744269
607;2714;3019;debowa;25.sie.21;2021;AM;H9;H9-debowa;APF;6,16E+14;M;28,5;S;NA;R;1;120;0;;NA;JW;1;0;JW;NA;;2021;-0,631744269
608;2714;3028;debowa;26.sie.21;2021;AM;F7;F7-debowa;APF;6,16E+14;M;36,5;S;NA;NEW;2;0;6;;NA;JW;2;0;JW;NA;;2021;-0,631744269
609;2716;3025;debowa;26.sie.21;2021;AM;C8;C8-debowa;APF;6,16E+14;M;39;S;NA;R;2;0;24;;NA;JW;2;48;JW;NA;;2021;0,183275686
610;2716;3018;debowa;25.sie.21;2021;AM;B8;B8-debowa;APF;6,16E+14;M;38;S;NA;NEW;1;0;16;;NA;JW;1;23;JW;NA;;2021;0,183275686
611;2716;3049;debowa;28.sie.21;2021;AM;C9;C9-debowa;APF;6,16E+14;M;41;S;NA;R;3;0;21;;NA;JW;3;36;JW;NA;;2021;0,183275686
612;2717;3024;wally;25.sie.21;2021;AM;J5;J5-wally;APF;6,16E+14;M;31;S;NA;NEW;1;0;6;;NA;JW;1;48;JW;NA;;2021;-0,280696442
613;2718;3034;wally;26.sie.21;2021;AM;A7;A7-wally;APF;6,16E+14;M;31;S;NA;R;2;0;21;;NA;JW;2;60;JW;NA;;2021;-0,08516128
614;2718;3021;wally;25.sie.21;2021;AM;D10;D10-wally;APF;6,16E+14;M;30;S;NA;NEW;1;0;2;;NA;JW;1;45;JW;NA;;2021;-0,08516128
615;2718;3052;wally;28.sie.21;2021;AM;A9;A9-wally;APF;6,16E+14;M;34;S;NA;R;3;0;26;;NA;JW;3;53;JW;NA;;2021;-0,08516128
616;2724;3008;bagno;17.sie.21;2021;AM;C5;C5-bagno;APF;6,16E+14;M;29;S;NA;NEW;1;0;8;;NA;NZ;1;45;NZ;NA;;2021;-0,03929946
617;2724;3012;bagno;18.sie.21;2021;AM;A9;A9-bagno;APF;6,16E+14;M;26;S;NA;R;2;0;21;;NA;NZ;2;14;NZ;NA;;2021;-0,03929946
618;2725;3006;bagno;17.sie.21;2021;AM;J4;J4-bagno;APF;6,16E+14;M;31;S;NA;NEW;1;0;14;;NA;NZ;1;40;NZ;NA;;2021;-0,025565405
619;2726;3153;trojkat;21.06.2022r.;2022;AM;D1;D1-trojkat;APF;6,16E+14;M;13;NS;NA;NEW;1;120;0;NA;NA;MW;1;16;UE;NA;;2022;0,487387497
620;2726;3274;trojkat;9.07.2022r.;2022;AM;G8;G8-trojkat;APF;6,16E+14;M;18;S;NA;R;2;14;28;;NA;MW;2;0;AR;NA;;2022;0,487387497
621;2726;3319;trojkat;12.07.2022r.;2022;AM;F7;F7-trojkat;APF;6,16E+14;M;23;S;NA;R;3;32;28;;NA;MW;3;33;UE;NA;;2022;0,487387497
622;2728;3177;bagno;24.06.2022r.;2022;AM;F9;F9-bagno;APF;6,16E+14;M;26;S;NA;R;2;0;32;NA;NA;MW;2;55;UE;NA;;2022;0,646146131
623;2728;3296;bagno;11.07.2022r.;2022;AM;I6;I6-bagno;APF;6,16E+14;M;29;S;NA;R;3;0;26;;NA;MW;3;50;AR;NA;;2022;0,646146131
624;2728;3146;bagno;21.06.2022r.;2022;AM;G8;G8-bagno;APF;6,16E+14;M;28;S;NA;NEW;1;0;43;NA;NA;UE;1;43;MW;NA;;2022;0,646146131
625;2730;3145;bagno;21.06.2022r.;2022;AM;D5;D5-bagno;APF;6,16E+14;M;26;S;NA;NEW;1;32;0;NA;NA;UE;1;49;MW;NA;;2022;-0,422199963
626;2730;3166;bagno;23.06.2022r.;2022;AM;J8;J8-bagno;APF;6,16E+14;M;26;S;NA;R;2;44;3;NA;NA;MW;2;20;UE;NA;;2022;-0,422199963
627;2731;3151;trojkat;21.06.2022r.;2022;AM;D8;D8-trojkat;APF;6,16E+14;M;25;S;NA;NEW;1;5;17;NA;NA;MW;1;0;UE;NA;;2022;0,068963364
628;2732;3095;natura;01.wrz.21;2021;AM;H7;H7-natura;APF;6,16E+14;M;19;NS;NA;NEW;1;0;8;;NA;JW;1;0;JW;NA;;2021;-0,170069964
629;2733;3109;bagno;03.wrz.21;2021;AM;B2;B2-bagno;APF;6,16E+14;M;32;S;NA;R;2;5;2;;NA;JW;1;17;JW;NA;;2021;-0,404444751
630;2733;3102;bagno;02.wrz.21;2021;AM;E2;E2-bagno;APF;6,16E+14;M;31,5;S;NA;NEW;1;0;12;;NA;JW;1;11;JW;NA;;2021;-0,404444751
631;2734;3104;bagno;02.wrz.21;2021;AM;J6;J6-bagno;APF;6,16E+14;M;32;S;NA;NEW;1;0;20;;NA;JW;1;53;JW;NA;;2021;0,118503939
632;2735;3113;trojkat;04.wrz.21;2021;AM;I3;I3-trojkat;APF;6,16E+14;F;34;L;NA;R;2;0;29;;NA;JW;2;60;JW;NA;;2021;0,523796434
633;2735;3105;trojkat;02.wrz.21;2021;AM;I3;I3-trojkat;APF;6,16E+14;F;34;P;NA;NEW;1;0;28;;NA;JW;1;53;JW;NA;;2021;0,523796434
